case_id,transaction_ids,description
MANUAL_ENTRY_MANUAL_AMOUNT_ENTRY_ERROR,PAY2152;BANK3175,Synthetic manual-entry error: manual amount entry error.
MANUAL_ENTRY_MANUAL_DATE_ENTRY_ERROR,PAY2153;BANK3176,Synthetic manual-entry error: manual date entry error.
MANUAL_ENTRY_MANUAL_REFERENCE_TYPO,PAY2154;BANK3177,Synthetic manual-entry error: manual reference typo.
MANUAL_ENTRY_MANUAL_COUNTERPARTY_TYPO,PAY2155;BANK3178,Synthetic manual-entry error: manual counterparty typo.
MANUAL_ENTRY_MANUAL_DUPLICATE_ENTRY,PAY2156;BANK3179,Synthetic manual-entry error: manual duplicate entry.
MANUAL_ENTRY_MANUAL_MISSING_REFERENCE,PAY2157;BANK3180,Synthetic manual-entry error: manual missing reference.
MANUAL_DUPLICATE_ENTRY,PAY2158;BANK3181;BANK3182,Manual entry created the same bank transaction twice.
CURRENCY_MISMATCH,PAY2159;BANK3183,Amount/reference look plausible but currencies conflict; must be rejected.
CURRENCY_MISMATCH,PAY2160;BANK3184,Amount/reference look plausible but currencies conflict; must be rejected.
CURRENCY_MISMATCH,PAY2161;BANK3185,Amount/reference look plausible but currencies conflict; must be rejected.
CURRENCY_MISMATCH,PAY2162;BANK3186,Amount/reference look plausible but currencies conflict; must be rejected.
ERP_ONLY,JNL4073,ERP receivable has no bank/processor counterpart.
ERP_ONLY,JNL4074,ERP receivable has no bank/processor counterpart.
ERP_ONLY,JNL4075,ERP receivable has no bank/processor counterpart.
ERP_ONLY,JNL4076,ERP receivable has no bank/processor counterpart.
ERP_ONLY,JNL4077,ERP receivable has no bank/processor counterpart.
DIRECT_BANK_ERP,BANK3187;JNL4078,Direct bank-to-ERP receipt with no processor record; demonstrates multi-source flexibility.
DIRECT_BANK_ERP,BANK3188;JNL4079,Direct bank-to-ERP receipt with no processor record; demonstrates multi-source flexibility.
DIRECT_BANK_ERP,BANK3189;JNL4080,Direct bank-to-ERP receipt with no processor record; demonstrates multi-source flexibility.
DIRECT_BANK_ERP,BANK3190;JNL4081,Direct bank-to-ERP receipt with no processor record; demonstrates multi-source flexibility.
DIRECT_BANK_ERP,BANK3191;JNL4082,Direct bank-to-ERP receipt with no processor record; demonstrates multi-source flexibility.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2163;BANK3192,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2164;BANK3193,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2165;BANK3194,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2166;BANK3195,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2167;BANK3196,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2168;BANK3197,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2169;BANK3198,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_PARAPHRASE_PLUS_ROUNDING,PAY2170;BANK3199,Bank narration is fully paraphrased AND amount is rounded to the nearest 10; requires joint semantic + tolerance reasoning beyond simple fuzzy/threshold rules.
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2171;BANK3200;BANK3201,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2172;BANK3202;BANK3203,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2173;BANK3204;BANK3205,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2174;BANK3206;BANK3207,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2175;BANK3208;BANK3209,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2176;BANK3210;BANK3211,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_MULTI_CANDIDATE_DISAMBIGUATION,PAY2177;BANK3212;BANK3213,"Two structurally similar bank rows exist for the same vendor; only narrative context (installment reference, near-exact amount) identifies the true match — the decoy must be rejected, not both accepted."
LLM_INDIRECT_REFERENCE,BANK3214;JNL4083,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_INDIRECT_REFERENCE,BANK3215;JNL4084,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_INDIRECT_REFERENCE,BANK3216;JNL4085,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_INDIRECT_REFERENCE,BANK3217;JNL4086,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_INDIRECT_REFERENCE,BANK3218;JNL4087,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_INDIRECT_REFERENCE,BANK3219;JNL4088,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_INDIRECT_REFERENCE,BANK3220;JNL4089,"Bank narration cites an internal PO/project code rather than the invoice id; linking to the ERP receivable requires reading the counterparty mention inside free text, not a reference-field match."
LLM_NOISY_OCR_TEXT,PAY2178;BANK3221,"Bank description simulates garbled/abbreviated statement text (dropped vowels, truncated tokens); confident matching requires language-model-level text normalization, not simple string distance."
LLM_NOISY_OCR_TEXT,PAY2179;BANK3222,"Bank description simulates garbled/abbreviated statement text (dropped vowels, truncated tokens); confident matching requires language-model-level text normalization, not simple string distance."
LLM_NOISY_OCR_TEXT,PAY2180;BANK3223,"Bank description simulates garbled/abbreviated statement text (dropped vowels, truncated tokens); confident matching requires language-model-level text normalization, not simple string distance."
LLM_NOISY_OCR_TEXT,PAY2181;BANK3224,"Bank description simulates garbled/abbreviated statement text (dropped vowels, truncated tokens); confident matching requires language-model-level text normalization, not simple string distance."
LLM_NOISY_OCR_TEXT,PAY2182;BANK3225,"Bank description simulates garbled/abbreviated statement text (dropped vowels, truncated tokens); confident matching requires language-model-level text normalization, not simple string distance."
LLM_NOISY_OCR_TEXT,PAY2183;BANK3226,"Bank description simulates garbled/abbreviated statement text (dropped vowels, truncated tokens); confident matching requires language-model-level text normalization, not simple string distance."
LLM_CROSS_FIELD_ARITHMETIC,PAY2184;BANK3227,"Bank amount differs from the processor net amount by a non-standard, narration-only deduction (TDS/chargeback/discount/penalty) not captured in any structured fee field; requires reading the description to justify the delta before accepting the match."
LLM_CROSS_FIELD_ARITHMETIC,PAY2185;BANK3228,"Bank amount differs from the processor net amount by a non-standard, narration-only deduction (TDS/chargeback/discount/penalty) not captured in any structured fee field; requires reading the description to justify the delta before accepting the match."
LLM_CROSS_FIELD_ARITHMETIC,PAY2186;BANK3229,"Bank amount differs from the processor net amount by a non-standard, narration-only deduction (TDS/chargeback/discount/penalty) not captured in any structured fee field; requires reading the description to justify the delta before accepting the match."
LLM_CROSS_FIELD_ARITHMETIC,PAY2187;BANK3230,"Bank amount differs from the processor net amount by a non-standard, narration-only deduction (TDS/chargeback/discount/penalty) not captured in any structured fee field; requires reading the description to justify the delta before accepting the match."
LLM_CROSS_FIELD_ARITHMETIC,PAY2188;BANK3231,"Bank amount differs from the processor net amount by a non-standard, narration-only deduction (TDS/chargeback/discount/penalty) not captured in any structured fee field; requires reading the description to justify the delta before accepting the match."
LLM_CROSS_FIELD_ARITHMETIC,PAY2189;BANK3232,"Bank amount differs from the processor net amount by a non-standard, narration-only deduction (TDS/chargeback/discount/penalty) not captured in any structured fee field; requires reading the description to justify the delta before accepting the match."
LLM_AMBIGUOUS_MANY_TO_ONE,PAY2190;PAY2191;PAY2192;BANK3233,"Settlement narration lists constituent payment references out of order inside free text rather than a clean delimited field; correctly attributing all payments requires parsing the sentence, not splitting on a delimiter."
LLM_AMBIGUOUS_MANY_TO_ONE,PAY2193;PAY2194;PAY2195;BANK3234,"Settlement narration lists constituent payment references out of order inside free text rather than a clean delimited field; correctly attributing all payments requires parsing the sentence, not splitting on a delimiter."
LLM_AMBIGUOUS_MANY_TO_ONE,PAY2196;PAY2197;PAY2198;BANK3235,"Settlement narration lists constituent payment references out of order inside free text rather than a clean delimited field; correctly attributing all payments requires parsing the sentence, not splitting on a delimiter."
LLM_AMBIGUOUS_MANY_TO_ONE,PAY2199;PAY2200;PAY2201;BANK3236,"Settlement narration lists constituent payment references out of order inside free text rather than a clean delimited field; correctly attributing all payments requires parsing the sentence, not splitting on a delimiter."
